reference,assembly_accession,species_taxid,taxid,organism_name,strain,bioproject,biosample,assembly_level,genome_size,contig_count,taxonomy,download
M.senriense,GCF_019668465.1,2775496,2775496,Mycobacterium senriense,strain=TY59,PRJNA224116,SAMD00250051,Chromosome,5831451.0,3.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium avium complex (MAC);s__Mycobacterium senriense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/668/465/GCF_019668465.1_ASM1966846v1/GCF_019668465.1_ASM1966846v1_genomic.fna.gz ./GCF_019668465.1_genomic.fna.gz
M.senuensis,GCF_010723225.1,386913,386913,Mycolicibacter senuensis,strain=JCM 16017,PRJNA224116,SAMD00153200,Contig,4611963.0,3.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__Mycolicibacter senuensis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/723/225/GCF_010723225.1_ASM1072322v1/GCF_010723225.1_ASM1072322v1_genomic.fna.gz ./GCF_010723225.1_genomic.fna.gz
M.seoulense,GCF_010731595.1,386911,386911,Mycobacterium seoulense,strain=JCM 16018,PRJNA224116,SAMD00153201,Complete Genome,5531300.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium seoulense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/595/GCF_010731595.1_ASM1073159v1/GCF_010731595.1_ASM1073159v1_genomic.fna.gz ./GCF_010731595.1_genomic.fna.gz
M.septicum,GCF_016919345.1,98668,98668,Mycolicibacterium septicum,strain=PDNC012,PRJNA224116,SAMN17844879,Chromosome,6515693.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium septicum,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/345/GCF_016919345.1_ASM1691934v1/GCF_016919345.1_ASM1691934v1_genomic.fna.gz ./GCF_016919345.1_genomic.fna.gz
M.servetii,GCF_041206865.1,3237418,3237418,Mycobacterium servetii,strain=12766410_HUMS,PRJNA224116,SAMN42741947,Contig,6416468.0,3.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium servetii,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/206/865/GCF_041206865.1_ASM4120686v1/GCF_041206865.1_ASM4120686v1_genomic.fna.gz ./GCF_041206865.1_genomic.fna.gz
M.setense,GCF_000805375.1,431269,431269,Mycolicibacterium setense,strain=Manresensis,PRJNA224116,SAMN03203477,Contig,6065527.0,22.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium setense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/375/GCF_000805375.1_ASM80537v1/GCF_000805375.1_ASM80537v1_genomic.fna.gz ./GCF_000805375.1_genomic.fna.gz
M.sherrisii,GCF_002102355.1,243061,243061,Mycobacterium sherrisii,strain=ATCC BAA-832,PRJNA224116,SAMN04216950,Contig,5562166.0,128.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium simiae complex;s__Mycobacterium sherrisii,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/355/GCF_002102355.1_ASM210235v1/GCF_002102355.1_ASM210235v1_genomic.fna.gz ./GCF_002102355.1_genomic.fna.gz
M.shigaense,GCF_002356315.1,722731,722731,Mycobacterium shigaense,strain=JCM 32072,PRJNA224116,SAMD00081394,Complete Genome,5232660.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium simiae complex;s__Mycobacterium shigaense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/315/GCF_002356315.1_ASM235631v1/GCF_002356315.1_ASM235631v1_genomic.fna.gz ./GCF_002356315.1_genomic.fna.gz
M.shimoidei,GCF_900417275.1,29313,29313,Mycobacterium shimoidei,strain=P7336,PRJNA224116,SAMEA4681384,Scaffold,4842631.0,6.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium shimoidei,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/417/275/GCF_900417275.1_PRJEB26812/GCF_900417275.1_PRJEB26812_genomic.fna.gz ./GCF_900417275.1_genomic.fna.gz
M.shinjukuense,GCF_010730055.1,398694,398694,Mycobacterium shinjukuense,strain=JCM 14233,PRJNA224116,SAMD00153190,Complete Genome,4504020.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium shinjukuense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/730/055/GCF_010730055.1_ASM1073005v1/GCF_010730055.1_ASM1073005v1_genomic.fna.gz ./GCF_010730055.1_genomic.fna.gz
M.shottsii,GCF_010728525.1,133549,133549,Mycobacterium shottsii,strain=JCM 12657,PRJNA224116,SAMD00153180,Complete Genome,5973149.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium ulcerans group;s__Mycobacterium shottsii,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/728/525/GCF_010728525.1_ASM1072852v1/GCF_010728525.1_ASM1072852v1_genomic.fna.gz ./GCF_010728525.1_genomic.fna.gz
M.simiae,GCF_010727605.1,1784,1784,Mycobacterium simiae,strain=JCM 12377,PRJNA224116,SAMD00153175,Complete Genome,5788994.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium simiae complex;s__Mycobacterium simiae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/727/605/GCF_010727605.1_ASM1072760v1/GCF_010727605.1_ASM1072760v1_genomic.fna.gz ./GCF_010727605.1_genomic.fna.gz
M.simulans,GCF_900232995.1,627089,627089,Mycobacterium simulans,strain=FI-09026,PRJNA224116,SAMEA104335938,Scaffold,6192024.0,105.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium simulans,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/232/995/GCF_900232995.1_PRJEB22891/GCF_900232995.1_PRJEB22891_genomic.fna.gz ./GCF_900232995.1_genomic.fna.gz
M.sinensis,GCF_000214155.1,875328,875328,Mycolicibacter sinensis,strain=JDM601,PRJNA224116,SAMN02603865,Complete Genome,4643668.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__Mycolicibacter sinensis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/155/GCF_000214155.1_ASM21415v1/GCF_000214155.1_ASM21415v1_genomic.fna.gz ./GCF_000214155.1_genomic.fna.gz
M.smegmatis,GCF_022370415.1,1772,1772,Mycolicibacterium smegmatis,strain=Jucho,PRJNA224116,SAMN20346876,Complete Genome,6895172.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/370/415/GCF_022370415.1_ASM2237041v1/GCF_022370415.1_ASM2237041v1_genomic.fna.gz ./GCF_022370415.1_genomic.fna.gz
M.sphagni,GCF_002250655.1,1786,1786,Mycolicibacterium sphagni,strain=ATCC 33027,PRJNA224116,SAMN07372526,Contig,6066978.0,78.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium sphagni,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/655/GCF_002250655.1_ASM225065v1/GCF_002250655.1_ASM225065v1_genomic.fna.gz ./GCF_002250655.1_genomic.fna.gz
M.spongiae,GCF_018278905.1,886343,886343,Mycobacterium spongiae,strain=FSD4b-SM,PRJNA224116,SAMN12776813,Complete Genome,5581157.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium spongiae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/278/905/GCF_018278905.1_ASM1827890v1/GCF_018278905.1_ASM1827890v1_genomic.fna.gz ./GCF_018278905.1_genomic.fna.gz
M.stellerae,GCF_003719305.1,2358193,2358193,Mycolicibacterium stellerae,strain=CECT 8783,PRJNA224116,SAMN10102143,Contig,6956345.0,88.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium stellerae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/719/305/GCF_003719305.1_ASM371930v1/GCF_003719305.1_ASM371930v1_genomic.fna.gz ./GCF_003719305.1_genomic.fna.gz
M.stephanolepidis,GCF_002356335.1,1520670,1520670,[Mycobacterium] stephanolepidis,strain=NJB0901,PRJNA224116,SAMD00081530,Complete Genome,4994485.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__[Mycobacterium] stephanolepidis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/335/GCF_002356335.1_ASM235633v1/GCF_002356335.1_ASM235633v1_genomic.fna.gz ./GCF_002356335.1_genomic.fna.gz
M.stomatepiae,GCF_010731715.1,470076,470076,Mycobacterium stomatepiae,strain=JCM 17783,PRJNA224116,SAMD00153208,Complete Genome,6210822.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium simiae complex;s__Mycobacterium stomatepiae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/731/715/GCF_010731715.1_ASM1073171v1/GCF_010731715.1_ASM1073171v1_genomic.fna.gz ./GCF_010731715.1_genomic.fna.gz
M.syngnathidarum,GCF_001942625.1,1908205,1908205,Mycobacterium syngnathidarum,strain=27335,PRJNA224116,SAMN05897976,Contig,6344489.0,93.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium syngnathidarum,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/625/GCF_001942625.1_ASM194262v1/GCF_001942625.1_ASM194262v1_genomic.fna.gz ./GCF_001942625.1_genomic.fna.gz
M.szulgai,GCF_002116635.1,1787,1787,Mycobacterium szulgai,strain=DSM 44166,PRJNA224116,SAMN04216953,Contig,6672659.0,178.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium szulgai,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/635/GCF_002116635.1_ASM211663v1/GCF_002116635.1_ASM211663v1_genomic.fna.gz ./GCF_002116635.1_genomic.fna.gz
M.talmoniae,GCF_001854525.1,1858794,1858794,Mycobacterium talmoniae,strain=MO-5499,PRJNA224116,SAMN05909063,Scaffold,5622166.0,381.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium talmoniae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/525/GCF_001854525.1_ASM185452v1/GCF_001854525.1_ASM185452v1_genomic.fna.gz ./GCF_001854525.1_genomic.fna.gz
M.terrae,GCF_010727125.1,1788,1788,Mycolicibacter terrae,strain=JCM 12143,PRJNA224116,SAMD00153172,Complete Genome,4566186.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__Mycolicibacter terrae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/727/125/GCF_010727125.1_ASM1072712v1/GCF_010727125.1_ASM1072712v1_genomic.fna.gz ./GCF_010727125.1_genomic.fna.gz
M.terramassiliense,GCF_900157385.1,1841859,1841859,Mycobacterium terramassiliense,strain=AB308,PRJNA224116,SAMEA54120418,Scaffold,6029582.0,17.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium terramassiliense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/385/GCF_900157385.1_PRJEB19184/GCF_900157385.1_PRJEB19184_genomic.fna.gz ./GCF_900157385.1_genomic.fna.gz
M.thermoresistibile,GCF_900187065.1,1797,1797,Mycolicibacterium thermoresistibile,strain=NCTC10409,PRJNA224116,SAMEA4412656,Complete Genome,4950685.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium thermoresistibile,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/065/GCF_900187065.1_50465_H02/GCF_900187065.1_50465_H02_genomic.fna.gz ./GCF_900187065.1_genomic.fna.gz
M.tilburgii,GCF_902168065.1,44467,44467,Mycobacterium tilburgii,strain=MEPHI,PRJNA224116,SAMEA5775539,Scaffold,3238528.0,103.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tilburgii,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/168/065/GCF_902168065.1_PRJEB33515/GCF_902168065.1_PRJEB33515_genomic.fna.gz ./GCF_902168065.1_genomic.fna.gz
M.timonense,GCF_025821985.1,701043,701043,Mycobacterium timonense,strain=CCUG 56329,PRJNA224116,SAMN15568982,Contig,5931282.0,119.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium avium complex (MAC);s__Mycobacterium timonense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/985/GCF_025821985.1_ASM2582198v1/GCF_025821985.1_ASM2582198v1_genomic.fna.gz ./GCF_025821985.1_genomic.fna.gz
M.tokaiense,GCF_010725885.1,39695,39695,Mycolicibacterium tokaiense,strain=JCM 6373,PRJNA224116,SAMD00153164,Complete Genome,6328149.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium tokaiense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/725/885/GCF_010725885.1_ASM1072588v1/GCF_010725885.1_ASM1072588v1_genomic.fna.gz ./GCF_010725885.1_genomic.fna.gz
M.triplex,GCF_002102415.1,47839,47839,Mycobacterium triplex,strain=DSM 44626,PRJNA224116,SAMN04216955,Contig,6366285.0,48.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium simiae complex;s__Mycobacterium triplex,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/415/GCF_002102415.1_ASM210241v1/GCF_002102415.1_ASM210241v1_genomic.fna.gz ./GCF_002102415.1_genomic.fna.gz
M.trivialis,GCF_002102395.1,1798,1798,Mycolicibacillus trivialis,strain=DSM 44153,PRJNA224116,SAMN04216956,Contig,3591083.0,57.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacillus;s__Mycolicibacillus trivialis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/395/GCF_002102395.1_ASM210239v1/GCF_002102395.1_ASM210239v1_genomic.fna.gz ./GCF_002102395.1_genomic.fna.gz
M.tuberculosis,GCF_000195955.2,1773,83332,Mycobacterium tuberculosis H37Rv,strain=H37Rv,PRJNA57777,SAMEA3138326,Complete Genome,4411532.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis H37Rv,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/955/GCF_000195955.2_ASM19595v2/GCF_000195955.2_ASM19595v2_genomic.fna.gz ./GCF_000195955.2_genomic.fna.gz
M.tusciae,GCF_002086795.1,75922,75922,Mycolicibacterium tusciae,strain=DSM 44338,PRJNA224116,SAMN06064262,Contig,6162880.0,70.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium tusciae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/795/GCF_002086795.1_ASM208679v1/GCF_002086795.1_ASM208679v1_genomic.fna.gz ./GCF_002086795.1_genomic.fna.gz
M.uberis,GCF_003408705.1,2162698,2162698,Mycobacterium uberis,strain=Jura,PRJNA224116,SAMN08894308,Contig,3122721.0,54.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium uberis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/408/705/GCF_003408705.1_ASM340870v1/GCF_003408705.1_ASM340870v1_genomic.fna.gz ./GCF_003408705.1_genomic.fna.gz
M.ulcerans,GCF_002355775.1,1809,1124626,Mycobacterium ulcerans subsp. shinshuense,strain=ATCC 33728,PRJNA224116,SAMD00056531,Complete Genome,6066298.0,2.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium ulcerans group;s__Mycobacterium ulcerans;x__Mycobacterium ulcerans subsp. shinshuense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/775/GCF_002355775.1_ASM235577v1/GCF_002355775.1_ASM235577v1_genomic.fna.gz ./GCF_002355775.1_genomic.fna.gz
M.vaccae,GCF_001655245.1,1810,1354275,Mycolicibacterium vaccae 95051,strain=95051,PRJNA224116,SAMN03702434,Complete Genome,6235754.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium vaccae;x__Mycolicibacterium vaccae 95051,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/245/GCF_001655245.1_ASM165524v1/GCF_001655245.1_ASM165524v1_genomic.fna.gz ./GCF_001655245.1_genomic.fna.gz
M.vanbaalenii,GCF_000015305.1,110539,350058,Mycolicibacterium vanbaalenii PYR-1,strain=PYR-1,PRJNA224116,SAMN02598347,Complete Genome,6491865.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium vanbaalenii;x__Mycolicibacterium vanbaalenii PYR-1,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/305/GCF_000015305.1_ASM1530v1/GCF_000015305.1_ASM1530v1_genomic.fna.gz ./GCF_000015305.1_genomic.fna.gz
M.vasticus,GCF_020181595.2,2875777,2875777,[Mycobacterium] vasticus,strain=MYC017,PRJNA224116,SAMN20959233,Contig,4862408.0,91.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__[Mycobacterium] vasticus,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/181/595/GCF_020181595.2_ASM2018159v2/GCF_020181595.2_ASM2018159v2_genomic.fna.gz ./GCF_020181595.2_genomic.fna.gz
M.vicinigordonae,GCF_013466425.1,1719132,1719132,Mycobacterium vicinigordonae,strain=24,PRJNA224116,SAMN15540336,Complete Genome,6266765.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium vicinigordonae,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/466/425/GCF_013466425.1_ASM1346642v1/GCF_013466425.1_ASM1346642v1_genomic.fna.gz ./GCF_013466425.1_genomic.fna.gz
M.vinylchloridicum,GCF_013404075.1,2736928,2736928,Mycolicibacterium vinylchloridicum,strain=CECT 8761,PRJNA224116,SAMN14942828,Contig,7196491.0,225.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium vinylchloridicum,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/404/075/GCF_013404075.1_ASM1340407v1/GCF_013404075.1_ASM1340407v1_genomic.fna.gz ./GCF_013404075.1_genomic.fna.gz
M.virginiensis,GCF_022374935.2,1795032,1795032,Mycolicibacter virginiensis,strain=DSM 100883,PRJNA224116,SAMN20254270,Complete Genome,4980142.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__Mycolicibacter virginiensis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/374/935/GCF_022374935.2_ASM2237493v2/GCF_022374935.2_ASM2237493v2_genomic.fna.gz ./GCF_022374935.2_genomic.fna.gz
M.vulneris,GCF_002104765.1,547163,547163,Mycolicibacterium vulneris,strain=DSM 45247,PRJNA224116,SAMN06651660,Contig,6266718.0,133.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium vulneris,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/765/GCF_002104765.1_ASM210476v1/GCF_002104765.1_ASM210476v1_genomic.fna.gz ./GCF_002104765.1_genomic.fna.gz
M.wendilense,GCF_963378085.1,3064284,3064284,[Mycobacterium] wendilense,strain=Mu0050,PRJNA224116,SAMEA114267541,Complete Genome,5224726.0,2.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacter;s__[Mycobacterium] wendilense,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/378/085/GCF_963378085.1_MU0050_Flye_MinION/GCF_963378085.1_MU0050_Flye_MinION_genomic.fna.gz ./GCF_963378085.1_genomic.fna.gz
M.wolinskyi,GCF_002101965.1,59750,59750,Mycolicibacterium wolinskyi,strain=ATCC 700010,PRJNA224116,SAMN04216957,Contig,7516859.0,36.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium wolinskyi,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/965/GCF_002101965.1_ASM210196v1/GCF_002101965.1_ASM210196v1_genomic.fna.gz ./GCF_002101965.1_genomic.fna.gz
M.wuenschmannii,GCF_030252325.1,3027808,3027808,Candidatus Mycobacterium wuenschmannii,na,PRJNA224116,SAMN33244890,Complete Genome,5102433.0,1.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Candidatus Mycobacterium wuenschmannii,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/252/325/GCF_030252325.1_ASM3025232v1/GCF_030252325.1_ASM3025232v1_genomic.fna.gz ./GCF_030252325.1_genomic.fna.gz
M.xanthum,GCF_019710635.1,2796469,2796469,Mycolicibacterium xanthum,strain=Y57,PRJNA224116,SAMN17081024,Contig,5553058.0,152.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium xanthum,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/710/635/GCF_019710635.1_ASM1971063v1/GCF_019710635.1_ASM1971063v1_genomic.fna.gz ./GCF_019710635.1_genomic.fna.gz
M.xenopi,GCF_900453395.1,1789,1789,Mycobacterium xenopi,strain=NCTC10042,PRJNA224116,SAMEA101170168,Contig,5251936.0,21.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium xenopi,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/395/GCF_900453395.1_53750_B01/GCF_900453395.1_53750_B01_genomic.fna.gz ./GCF_900453395.1_genomic.fna.gz
M.yunnanensis,GCF_025823185.1,368477,368477,Mycobacterium yunnanensis,strain=DSM 44838,PRJNA224116,SAMN15568918,Scaffold,6452568.0,25.0,x__Bacteria;x__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium yunnanensis,rsync -t -v rsync://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/823/185/GCF_025823185.1_ASM2582318v1/GCF_025823185.1_ASM2582318v1_genomic.fna.gz ./GCF_025823185.1_genomic.fna.gz
